rank;name;agency;real name;group;age;height;weight;blood type;origin;country;position;industry;gender;curr date;birth date
588;Yebin;Richworld Entertainment;Kim Yebin;HIGH SCHOOL;;;;;;South Korea;Vocalist, Sub Rapper, Maknae;K-pop;Female;23.04.2020;
589;Haebin;Richworld Entertainment;;HIGH SCHOOL;;;;;;South Korea;Leader, Main Rapper, Sub Vocalist;K-pop;Female;23.04.2020;
590;Minho;RF Entertainment;Yeo Minho;Fallanc;25;181;;;;South Korea;Leader, Main Vocalist;K-pop;Male;23.04.2020;06.04.1995
591;Kyoungkeun;RF Entertainment;Ryu Kyoungkeun;Fallanc;;181;;;;South Korea;Bassist, Maknae;K-pop;Male;23.04.2020;
592;Ruha;RF Entertainment;Lee Ruha;Fallanc;;181;;;;South Korea;Drummer, DJ;K-pop;Male;23.04.2020;
593;Jihoon;RF Entertainment;Choi Jihoon;Fallanc;22;;;;;South Korea;Guitarist, Vocalist;K-pop;Male;23.04.2020;08.05.1997
594;Taehee;Republic Entertainment;Kim Tae Hee;A.Kor;29;165;48;A;;South Korea;Vocalist,;K-pop;Female;23.04.2020;23.11.1990
595;Jiyoung;Republic Entertainment;Ahn Ji Young;A.Kor;29;166;48;;;South Korea;Leader, Main Vocalist, Main Dancer;K-pop;Female;23.04.2020;14.04.1991
596;Daya;Republic Entertainment;;A.Kor;29;162;46;O;;South Korea;Lead Vocalist, Visual;K-pop;Female;23.04.2020;04.05.1990
597;Kemy;Republic Entertainment;Kim Kyungmi;A.Kor;22;165;49;;;South Korea;Vocalist, Main Rapper, Maknae;K-pop;Female;23.04.2020;24.09.1997
598;Minju;Republic Entertainment;Guk Minju;A.Kor;28;168;48;;;South Korea;Vocalist, Visual, Rapper;K-pop;Female;23.04.2020;17.01.1992
599;A.Jia;Red Creative Company;Yoon Young-ah;Live High;30;164;45;;;South Korea;;K-pop;Female;23.04.2020;27.02.1990
600;Hangyeol;Red Creative Company;Shin Han-gyeol;Live High;25;173;53;;;South Korea;;K-pop;Female;23.04.2020;27.03.1995
601;Rhea;Red Creative Company;Park Yun-hee;Live High;27;163;;;;South Korea;Lead Vocalist;K-pop;Female;23.04.2020;15.04.1993
602;Bohye;Red Creative Company;Ku Bo-hye;Live High;25;168;;;;South Korea;Main Vocalist, Maknae;K-pop;Female;23.04.2020;04.11.1994
603;Gabin;Red Creative Company;Go Eun-bin;Live High;27;170;;;;South Korea;Leader, Main Rapper, Vocalist;K-pop;Female;23.04.2020;19.04.1993
604;Ceena;Red Creative Company;Lee So-yun;Live High;27;165;;;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;28.12.1992
605;Emily;Red Creative Company;Jung Ye-seul;Live High;22;166;49;;;South Korea;;K-pop;Female;23.04.2020;19.09.1997
606;Seoho;RBW Entertainment;Lee Gunmin;ONEUS;23;176;63;;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;07.06.1996
607;Ravn;RBW Entertainment;Kim Youngjo;ONEUS;24;179;65;;;South Korea;Main Rapper, Vocalist, Producer;K-pop;Male;23.04.2020;02.09.1995
608;Minh Hoang;RBW Entertainment;Nguyn Minh Hong;D1VERSE;19;;;;;South Korea;Maknae;K-pop;Male;23.04.2020;17.08.2000
609;Duc Ung;RBW Entertainment;ng Vn c;D1VERSE;21;170;;;;South Korea;Dancer, Vocalist, Rapper;K-pop;Male;23.04.2020;30.08.1998
610;Tran Binh;RBW Entertainment;Trn Bnh;D1VERSE;21;178;;;;South Korea;Rapper, Dancer;K-pop;Male;23.04.2020;11.06.1998
611;Quang Huy;RBW Entertainment;An Quang Huy;D1VERSE;22;;;;;South Korea;Vocalist;K-pop;Male;23.04.2020;30.11.1997
612;Leedo;RBW Entertainment;Kim Gunhak;ONEUS;22;178.5;67;;;South Korea;Main Rapper, Vocalist;K-pop;Male;23.04.2020;26.07.1997
613;Hong Phu;RBW Entertainment;Hunh Hng Ph;D1VERSE;24;;;;;South Korea;Vocalist, Dancer;K-pop;Male;23.04.2020;01.03.1996
614;Eunseong;RBW Entertainment;Jang Eunseong;RBW Girls;20;;;;;South Korea;Main Rapper, Main Dancer, Vocalist;K-pop;Female;23.04.2020;11.02.2000
615;Sujin;RBW Entertainment;Park Sujin;RBW Girls;16;;;;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;11.07.2003
616;Keonhee;RBW Entertainment;Lee Keonhee;ONEUS;21;181;63;;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;27.06.1998
617;Hwanwoong;RBW Entertainment;Yeo Hwanwoong;ONEUS;21;168;57;;;South Korea;Main Dancer, Vocalist, Rapper;K-pop;Male;23.04.2020;26.08.1998
618;Goeun;RBW Entertainment;Na Goeun;RBW Girls;20;160;44;B;;South Korea;Main Vocalist, Lead Dancer;K-pop;Female;23.04.2020;03.09.1999
619;Jieun;RBW Entertainment;Park Jieun;RBW Girls;22;166;49;A;;South Korea;Lead Vocalist, Rapper, Visual;K-pop;Female;23.04.2020;04.09.1997
620;Yesol;RBW Entertainment;Lee Yesol;RBW Girls;24;;;;;South Korea;Leader, Main Dancer, Lead Vocalist, Rapper;K-pop;Female;23.04.2020;17.02.1996
621;Cya;RBW Entertainment;Lee Giwook;ONEWE;20;175;56;;;South Korea;Main Rapper, Bass Guitar, Maknae;K-pop;Male;23.04.2020;24.01.2000
622;Dongmyeong;RBW Entertainment;Son Dongmyeong;ONEWE;20;173;51;;;South Korea;Lead Vocalist, Keyboard, Visual;K-pop;Male;23.04.2020;10.01.2000
623;Kanghyun;RBW Entertainment;Kang Hyungu;ONEWE;21;176;58;;;South Korea;Guitar;K-pop;Male;23.04.2020;24.11.1998
624;Harin;RBW Entertainment;Ju Harin;ONEWE;22;180;59;;;South Korea;Drummer;K-pop;Male;23.04.2020;29.03.1998
625;Yonghoon;RBW Entertainment;Jin Yonghoon;ONEWE;25;184;70;;;South Korea;Leader, Main Vocalist, Guitar, Keyboard;K-pop;Male;23.04.2020;17.08.1994
626;Xion;RBW Entertainment;Son Dongju;ONEUS;20;173;55;;;South Korea;Vocalist, Visual, Maknae;K-pop;Male;23.04.2020;10.01.2000
627;Yuki;RBW Entertainment;Mori Koyuki;RBW Girls;16;;;;;South Korea;Lead Dancer, Lead Rapper, Vocalist, Visual, Maknae;K-pop;Female;23.04.2020;09.11.2003
628;Yeonsoo;Ramah Entertainment;;Sugar Tint;20;164;45;;;South Korea;Leader, Vocalist;K-pop;Female;23.04.2020;14.12.1999
629;Nahyeon;Ramah Entertainment;;Sugar Tint;20;167;45;;;South Korea;Main Dancer, Vocalist;K-pop;Female;23.04.2020;07.10.1999
630;Ahra;Ramah Entertainment;;Sugar Tint;20;156;42;;;South Korea;Lead Dancer, Vocalist;K-pop;Female;23.04.2020;11.01.2000
631;Yuna;Ramah Entertainment;;Sugar Tint;19;161;48;;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;18.12.2000
632;Seungah;Ramah Entertainment;;Sugar Tint;18;158;44;;;South Korea;Vocalist, Visual, Maknae;K-pop;Female;23.04.2020;07.01.2002
633;Kyuhyuk;Rainbow Entertainment;Shim Kyuhyuk;Hot Blood Youth;26;179;;;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;11.01.1994
634;Marco;Rainbow Entertainment;Lee Hyunggeun;Hot Blood Youth;26;180;60;O;Gwangju;South Korea;Main Rapper, Dancer;K-pop;Male;23.04.2020;11.05.1993
635;Taro;Rainbow Entertainment;Choi Wonjin;Hot Blood Youth;26;173;;B;;South Korea;Lead Vocalist, Dancer;K-pop;Male;23.04.2020;09.11.1993
636;Bin;Rainbow Entertainment;Kim Soobin;Hot Blood Youth;26;181;;;;South Korea;Leader, Sub Vocalist;K-pop;Male;23.04.2020;28.10.1993
637;Jisan;Rainbow Entertainment;Choi Jisang;Hot Blood Youth;20;184;;;;South Korea;Sub Rapper, Maknae;K-pop;Male;23.04.2020;03.11.1999
638;Hwasa;Rainbow Bridge World;Ahn Hye Jin;MAMAMOO;24;162;44;A;Jeollabuk-do;South Korea;Lead Vocalist, Lead Rapper, Maknae;K-pop;Female;23.04.2020;23.07.1995
639;Wheein;Rainbow Bridge World;Jung Whee In;MAMAMOO;25;162;43;B-;Jeollabuk-do;South Korea;Lead Vocalist, Performer;K-pop;Female;23.04.2020;17.04.1995
640;Solar;Rainbow Bridge World;Kim Yong Sun;MAMAMOO;29;163;43;B;Seoul;South Korea;Leader, Main Vocalist, Visual;K-pop;Female;23.04.2020;21.02.1991
641;Hyunseok;Rainbow Bridge World;;Vromance;25;181;67;O;;South Korea;Vocalist,Maknae;K-pop;Male;23.04.2020;26.05.1994
642;Chandong;Rainbow Bridge World;;Vromance;27;180;65;O;;South Korea;Vocalist, Visual;K-pop;Male;23.04.2020;20.07.1992
643;Hyunkyu;Rainbow Bridge World;;Vromance;29;177;64;O;;South Korea;Vocalist;K-pop;Male;23.04.2020;11.02.1991
644;Janghyun;Rainbow Bridge World;;Vromance;30;175;60;A;;South Korea;Leader, Main Vocalist;K-pop;Male;23.04.2020;06.06.1989
645;Moonbyul;Rainbow Bridge World;Moon Byul Yi;MAMAMOO;27;165;45;B;Bucheon;South Korea;Main Rapper, Performer, Vocalist, Visual;K-pop;Female;23.04.2020;22.12.1992
646;Bong Doori;ProBeat Company;;GBB;27;;;;;South Korea;Main vocalist;K-pop;Female;23.04.2020;08.07.1992
647;Sona;ProBeat Company;Kim Sona;GBB;25;;;;;South Korea;Sub-vocalist, main dancer;K-pop;Female;23.04.2020;23.06.1994
648;Jini;ProBeat Company;Park Jin;GBB;24;;;;;South Korea;Sub-vocalist, sub-rapper;K-pop;Female;23.04.2020;21.09.1995
649;Cheris;ProBeat Company;Cheris Lee;GBB;23;163;41;;;South Korea;Sub-vocalist, visual, center;K-pop;Female;23.04.2020;11.09.1996
650;Chaehee;ProBeat Company;Ahn Chaehee;GBB;23;170;50;;;South Korea;Leader, main rapper, maknae;K-pop;Female;23.04.2020;19.02.1997
651;Pureum;PR Entertainment;Kim Pureum;BaBa;25;167;46;AB;;South Korea;Leader, Main Vocalist;K-pop;Female;23.04.2020;06.05.1994
652;Seyul;PR Entertainment;;BaBa;;;;;;South Korea;;K-pop;Female;23.04.2020;
653;Starlight/Byeolbit;PR Entertainment;Park Hyemin;BaBa;19;165;46;O;;South Korea;Vocalist;K-pop;Female;23.04.2020;26.05.2000
654;Chaeha;PR Entertainment;;BaBa;19;;;;;South Korea;;K-pop;Female;23.04.2020;30.11.2000
655;Sooreem;PR Entertainment;;BaBa;;;;;;South Korea;;K-pop;Female;23.04.2020;
656;Hayoung;Polaris Entertainment;Choi Ha Young;Polaris Girls;18;164;;;;South Korea;Vocalist, Dancer;K-pop;Female;23.04.2020;12.04.2002
657;EunB;Polaris Entertainment;Go Eunbi;Ladies Code;27;164;44;AB;Seoul;South Korea;Lead Rapper, Vocalist;K-pop;Female;23.04.2020;23.11.1992
658;RiSe;Polaris Entertainment;Kwon Risae;Ladies Code;28;166;45;B;Fukushima;Japan;Main Dancer, Vocalist, Visual/Face of the Group;K-pop;Female;23.04.2020;16.08.1991
659;Sojung;Polaris Entertainment;Lee Sojung;Ladies Code;26;163;43;O;Wonju;South Korea;Main Vocalist;K-pop;Female;23.04.2020;03.09.1993
660;Ashley;Polaris Entertainment;Choi Bina;Ladies Code;28;165;48;B;South Korea;South Korea;Leader, Main Dancer, Lead Vocalist;K-pop;Female;23.04.2020;09.11.1991
661;Zuny;Polaris Entertainment;Kim Joomi;Ladies Code;25;;44;B;Gwangju;South Korea;Main Rapper, Vocalist, Maknae;K-pop;Female;23.04.2020;08.12.1994
662;Minhyun;Pledis Entertainment;Hwang Min Hyun;NU'EST;24;183;65;O;Busan;South Korea;Lead Vocalist, Visual;K-pop;Male;23.04.2020;09.08.1995
663;Hoshi;Pledis Entertainment;;Seventeen;23;178;60;B;Gyeonggi-do;South Korea;Performance Team Leader, Main Dancer, Lead Vocalist, Sub-Rapper;K-pop;Male;23.04.2020;15.06.1996
664;Wonwoo;Pledis Entertainment;;Seventeen;23;182;63;A;Gyeongsangnam-do;South Korea;Lead Rapper,Sub Vocalist;K-pop;Male;23.04.2020;17.07.1996
665;Woozi;Pledis Entertainment;;Seventeen;23;165;54;A;Busan;South Korea;Vocal Team Leader, LeadVocalist;K-pop;Male;23.04.2020;22.11.1996
666;DK / Dokyeom;Pledis Entertainment;Lee Seok Min;Seventeen;23;179;66;O;Suji-gu;South Korea;Main Vocalist;K-pop;Male;23.04.2020;18.02.1997
667;Mingyu;Pledis Entertainment;;Seventeen;23;187;80;B;Gyeonggi-do;South Korea;Lead Rapper, Sub Vocalist, Visual;K-pop;Male;23.04.2020;06.04.1997
668;Jun;Pledis Entertainment;;Seventeen;23;182;66;B;Guangdong;China;Lead Dancer, Sub Vocalist;K-pop;Male;23.04.2020;10.06.1996
669;Seungkwan;Pledis Entertainment;;Seventeen;22;174;58;B;Busan;South Korea;Main Vocalist;K-pop;Male;23.04.2020;16.01.1998
670;Vernon  ;Pledis Entertainment;Hansol Vernon Chwe;Seventeen;22;178;62;A;;South Korea;Main Rapper, Vocalist, Visual;K-pop;Male;23.04.2020;18.02.1998
671;Dino;Pledis Entertainment;Lee Chan;Seventeen;21;174;56;A;Jeollakbu-do;South Korea;Main Dancer, Sub Vocalist, Lead Rapper, Maknae;K-pop;Male;23.04.2020;11.02.1999
672;Joshua;Pledis Entertainment;;Seventeen;24;177;58;A;;South Korea;Lead Vocalist, Visual;K-pop;Male;23.04.2020;30.12.1995
673;Jeonghan;Pledis Entertainment;;Seventeen;24;178;62;;Hwaseong;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;04.10.1995
674;Lizzy;Pledis Entertainment;Park Sooyoung;Orange Caramel;27;168;46;A;Busan;South Korea;Lead Vocalist, Lead Dancer, Main Rapper, Maknae;K-pop;Female;23.04.2020;31.07.1992
675;Nana;Pledis Entertainment;Im Jinah;Orange Caramel;28;171;48;A;Cheongju;South Korea;Main Dancer, Vocalist, Lead Rapper;K-pop;Female;23.04.2020;14.09.1991
676;Raina;Pledis Entertainment;Oh Hyerin;Orange Caramel;30;166;46;B;Ulsan;South Korea;Main Vocalist, Leader;K-pop;Female;23.04.2020;07.05.1989
677;Ren;Pledis Entertainment;Choi Min Ki;NU'EST;24;178;56;O;Busan;South Korea;Vocalist, Maknae;K-pop;Male;23.04.2020;03.11.1995
678;The8;Pledis Entertainment;;Seventeen;22;178;58;O;Anshan;China;Lead Dancer, Sub Vocalist, Rapper;K-pop;Male;23.04.2020;07.11.1997
679;Baekho;Pledis Entertainment;Kang Dong Ho;NU'EST;24;179;63;AB;Jeju;South Korea;Main Vocalist;K-pop;Male;23.04.2020;21.07.1995
680;JR;Pledis Entertainment;Kim Jong Hyun;NU'EST;24;178;58;O;Kangwon-do;South Korea;Leader, Main Rapper, Main Dancer, Vocalist;K-pop;Male;23.04.2020;08.06.1995
681;HyunA;Pledis Entertainment;;4Tomorrow;27;164;43;O;Jeolla;South Korea;Main Rapper, Main Dancer, Vocalist, Maknae;K-pop;Female;23.04.2020;06.06.1992
682;Seungyeon;Pledis Entertainment;Han Seung Yeon;4Tomorrow;31;160;43;;Seoul;South Korea;Main Vocalist;K-pop;Female;23.04.2020;24.07.1988
683;UEE;Pledis Entertainment;Kim Yoo Jin;4Tomorrow;32;173;50;AB;Daegu;South Korea;Lead Dancer, Vocalist, Visual;K-pop;Female;23.04.2020;09.04.1988
684;Gain;Pledis Entertainment;Son Ga In;4Tomorrow;32;163;43;B;;South Korea;Lead Vocalist, Lead Dancer;K-pop;Female;23.04.2020;20.09.1987
685;Aron;Pledis Entertainment;Aaron Kwak;NU'EST;26;176;57;A;;South Korea;Lead Rapper, Lead Dancer, Vocalist;K-pop;Male;23.04.2020;21.05.1993
686;Soojin;PlayM Entertainment;Lee Soo-jin;FAVE GIRLS;18;;;A;;South Korea;Main Dancer, Vocalist, Rapper;K-pop;Female;23.04.2020;12.12.2001
687;Hyewon;PlayM Entertainment;Jo Hyewon;FAVE GIRLS;;;;;;South Korea;Rapper;K-pop;Female;23.04.2020;
688;Jihyo;PlayM Entertainment;Han Jihyo;FAVE GIRLS;15;;;;;South Korea;Lead Vocalist, Lead Dancer;K-pop;Female;23.04.2020;01.07.2004
689;Jaehee;PlayM Entertainment;Lee Jae-hee;FAVE GIRLS;16;;;B;;South Korea;Lead Rapper, Vocalist;K-pop;Female;23.04.2020;18.03.2004
690;Soeun;PlayM Entertainment;Park So-eun;FAVE GIRLS;17;;;B;;South Korea;Lead Vocalist, Lead Dancer, Rapper;K-pop;Female;23.04.2020;26.10.2002
691;Jiyoon;PlayM Entertainment;Shin Ji-yoon;FAVE GIRLS;18;;;B;;South Korea;Lead Vocalist, Lead Dancer, Rapper;K-pop;Female;23.04.2020;02.03.2002
692;Monday;PlayM Entertainment;Kim Ji-min;FAVE GIRLS;17;;;B;;South Korea;Main Vocalist, Lead Dancer;K-pop;Female;23.04.2020;10.05.2002
693;Byungchan;Play M Entertainment;Choi Byung-chan;VICTON;22;185;62;B;Jeonju;South Korea;Vocalist, Visual;K-pop;Male;23.04.2020;12.11.1997
694;Naeun;Play M Entertainment;Son Na Eun;APink;26;168;45;B;Seoul;South Korea;Lead Dancer, Sub-Vocalist, Center, Visual;K-pop;Female;23.04.2020;10.02.1994
695;Seungwoo;Play M Entertainment;Han Seung Woo;VICTON;25;184;63;B;Busan;South Korea;Leader,Lead Rapper, Lead Vocalist, Lead Dancer;K-pop;Male;23.04.2020;24.12.1994
696;Jinsung;Play M Entertainment;Jung Jin Sung;PlayM BOYS;18;175;59;B;Gyeonggi Province;South Korea;Main Vocalist, Main Rapper, Lead Dancer, Visual, Maknae;K-pop;Male;23.04.2020;30.03.2002
697;Doyum;Play M Entertainment;Jeon Do Yum;PlayM BOYS;18;173;55;B;;South Korea;Main Dancer, Vocalist, Lead Rapper;K-pop;Male;23.04.2020;21.02.2002
698;Jimin;Play M Entertainment;Lim Jimin |;PlayM BOYS;18;178;59;B;;South Korea;Lead Vocalist, Lead Dancer, Visual, Center;K-pop;Male;23.04.2020;22.05.2001
699;Byeonghee;Play M Entertainment;Song Byeong Hee;PlayM BOYS;18;182;66;AB;;South Korea;Lead Dancer, Lead Vocalist;K-pop;Male;23.04.2020;04.05.2001
700;Hyeongbin;Play M Entertainment;Lim Hyeong Bin;PlayM BOYS;19;180;61;A;;South Korea;Lead Vocalist, Dancer;K-pop;Male;23.04.2020;03.03.2001
701;Seunghwan;Play M Entertainment;Lee Seung Hwan;PlayM BOYS;19;178;66;A;;South Korea;Lead Dancer, Vocalist, Rapper;K-pop;Male;23.04.2020;20.05.2000
702;Yookyung;Play M Entertainment;Hong Yoo-kyung;APink;25;167;48;AB;Seoul;South Korea;Main Rapper, Vocalist;K-pop;Female;23.04.2020;22.09.1994
703;Hayoung;Play M Entertainment;Oh Ha Young;APink;23;169;49;B;Seoul;South Korea;Vocalist, Rapper, Maknae;K-pop;Female;23.04.2020;19.07.1996
704;Namjoo;Play M Entertainment;Kim Nam Joo;APink;25;165;45;B;Seoul;South Korea;Lead Vocalist, Lead Dancer, Rapper;K-pop;Female;23.04.2020;15.04.1995
705;Eunji;Play M Entertainment;Jung Hye Rim;APink;26;162.3;47;B;Busan;South Korea;Main Vocalist;K-pop;Female;23.04.2020;18.08.1993
706;Hanse;Play M Entertainment;Do HanSe;VICTON;22;176;62;A;;South Korea;Main Rapper, Lead Dancer;K-pop;Male;23.04.2020;25.09.1997
707;Bomi;Play M Entertainment;Yoon Bo Mi;APink;26;163;47;O;Suwon;South Korea;Main Dancer, Lead Vocalist, Rapper;K-pop;Female;23.04.2020;13.08.1993
708;Park Cho Rong;Play M Entertainment;Park Cho Rong;APink;29;162.7;47;O;Chungcheongbuk-do;South Korea;Leader, Rapper, Sub Vocalist, Dancer;K-pop;Female;23.04.2020;03.03.1991
709;Chan;Play M Entertainment;Heo Chan;VICTON;24;177;62;A;Seongnam;South Korea;Main Dancer, Vocalist;K-pop;Male;23.04.2020;14.12.1995
710;Subin;Play M Entertainment;Jung Su-bin;VICTON;21;175;61;AB;Daejeon;South Korea;Vocalist, Rapper, Maknae;K-pop;Male;23.04.2020;05.04.1999
711;Sejun;Play M Entertainment;Lim Se-jun;VICTON;23;180;65;O;;South Korea;Lead Vocalist, Visual;K-pop;Male;23.04.2020;04.05.1996
712;Seungsik;Play M Entertainment;Kang SeungSik;VICTON;25;180;65;A;Gyeonggi;South Korea;Temporary Leader, Main Vocalist;K-pop;Male;23.04.2020;16.04.1995
713;Kei.G;Planetarium Record;Kei G. Travus;PLT;;;;;;South Korea;Producer, Singer;K-pop;Male;23.04.2020;
714;Gaho;Planetarium Record;Kang Daeho;PLT;22;;;;;South Korea;Vocalist, Songwriter, Producer;K-pop;Male;23.04.2020;14.09.1997
715;Jung Jinwoo;Planetarium Record;Jung Jinwoo;PLT;23;;;;;South Korea;Vocalist, Songwriter, Composer, Producer;K-pop;Male;23.04.2020;24.06.1996
716;Moti;Planetarium Record;Jo Junseong;PLT;23;;;;;South Korea;Rapper, Songwriter;K-pop;Male;23.04.2020;16.05.1996
717;June;Planetarium Record;Lee Jun Sang;PLT;24;;;;;South Korea;Vocalist, Songwriter, Composer;K-pop;Male;23.04.2020;27.02.1996
718;Villain;Planetarium Record;Lee Daeun;PLT;22;;;;;South Korea;Singer, Songwriter, Composer, Producer, Maknae;K-pop;Male;23.04.2020;16.09.1997
719;Kanghan;PH Entertainment;Jo Young Bin;MVP;27;;;O;;South Korea;Leader, Vocalist;K-pop;Male;23.04.2020;16.01.1993
720;Rayoon;PH Entertainment;Kim Hoon;MVP;25;;;AB;North Jeolla Province;South Korea;Rapper;K-pop;Male;23.04.2020;21.08.1994
721;Gitaek;PH Entertainment;Oh Gi Taek;MVP;25;181;63;O;Seoul;South Korea;Main Vocalist;K-pop;Male;23.04.2020;11.12.1994
722;Sion;PH Entertainment;Kim Sang Yeob;MVP;24;;;A;;South Korea;Main Vocalist, Maknae;K-pop;Male;23.04.2020;17.10.1995
723;Been;PH Entertainment;Park Young Bin;MVP;25;;;AB;;South Korea;Vocalist, Visual;K-pop;Male;23.04.2020;06.02.1995
724;Jin;PH Entertainment;Park Young Jin;MVP;25;;;AB;;South Korea;Vocalist, Visual;K-pop;Male;23.04.2020;06.02.1995
725;P.K;PH Entertainment;Park Myung-kyu;MVP;25;;;AB;;South Korea;Rapper;K-pop;Male;23.04.2020;26.12.1994
726;Sol A;Parksal Entertainment;Lim Eunhye;PPL;28;174;52;;Seongnam;South Korea;Lead Vocalist;K-pop;Female;23.04.2020;08.05.1991
727;Lingyi;Parksal Entertainment;Lingyi Vegas;Rendezvous Project;22;163;45;;;South Korea;Vocalist, Rapper, Maknae;K-pop;Female;23.04.2020;15.04.1998
728;Seunghee;Parksal Entertainment;;Rendezvous Project;22;;;;;South Korea;Lead Vocalist, Visual;K-pop;Female;23.04.2020;23.03.1998
729;Suri;Parksal Entertainment;;Rendezvous Project;25;167;49;;Daejeon;South Korea;Main Rapper, Main Dancer;K-pop;Female;23.04.2020;11.10.1994
730;Seulgi;Parksal Entertainment;Kim Seulgi;Rendezvous Project;25;;;;Gyeonggi-do;South Korea;Leader, Main Vocalist, Lead Dancer;K-pop;Female;23.04.2020;28.10.1994
731;Yu Jin;Parksal Entertainment;Park Young Shin;PPL;;169;49;;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;
732;Ah Hee;Parksal Entertainment;Oh Minji;PPL;29;170;48;;Anyang;South Korea;Main Rapper;K-pop;Female;23.04.2020;25.07.1990
733;A Zi;Parksal Entertainment;Oh Ji In;PPL;31;174;52;;Cheonan;South Korea;Main Vocalist, Sub Rapper;K-pop;Female;23.04.2020;18.09.1988
734;Da Hee;Parksal Entertainment;Lee Youngju;PPL;32;170;48;;Busan;South Korea;Lead Vocalist;K-pop;Female;23.04.2020;15.09.1987
735;Ga Kyung;Parksal Entertainment;Moon Ga Kyung;PPL;32;172;52;;Daegu;South Korea;Leader, Lead Vocalist;K-pop;Female;23.04.2020;18.05.1987
736;Yuna;Pandagram;Jung Yuna;Pritz;26;162;;O;Seoul;South Korea;Vocalist, Dancer;K-pop;Female;23.04.2020;20.02.1994
737;Hana;Pandagram;Park Hana;Pritz;25;158;;A;Seoul;South Korea;Vocalist, Dancer;K-pop;Female;23.04.2020;03.04.1995
738;Shu A;Pandagram;Kim Shua;Pritz;24;165;;B;Wonju;South Korea;Vocalist, Dancer;K-pop;Female;23.04.2020;01.10.1995
739;Ari;Pandagram;Han Ahri;Pritz;22;164;;AB;Busan;South Korea;Vocalist, Dancer, Maknae;K-pop;Female;23.04.2020;01.09.1997
740;Taehyun;P&B Entertainment;Nam Taehyun;South Club;25;180;63;A;;South Korea;Leader, Vocalist;K-pop;Male;23.04.2020;10.05.1994
741;Jung Hoemin;P&B Entertainment;Jung Hoe Min;South Club;26;170;55;;;South Korea;Bassist;K-pop;Male;23.04.2020;21.12.1993
742;Kang Minjun;P&B Entertainment;Kang Min Jun;South Club;23;178;65;;;South Korea;Guitarist;K-pop;Male;23.04.2020;01.11.1996
743;Lee Dongkeun;P&B Entertainment;Lee Dong Keun;South Club;23;183;70;;;South Korea;Drummer, Maknae;K-pop;Male;23.04.2020;12.02.1997
744;Eunwoo;OSR Entertainment;Jung Eun Woo;HINAPIA;21;167;48;B;Bucheon;South Korea;Main Vocalist;K-pop;Female;23.04.2020;01.07.1998
745;Gyeongwon;OSR Entertainment;Kang Kyung Won;HINAPIA;22;170;50;A;Gwangju;South Korea;Lead Rapper, Lead Vocalist;K-pop;Female;23.04.2020;05.11.1997
746;Yaebin;OSR Entertainment;Kang Yae Bin;HINAPIA;21;163.5;49;A;Ilsan;South Korea;Main Rapper, Lead Dancer, Vocalist;K-pop;Female;23.04.2020;19.10.1998
747;Minkyeung;OSR Entertainment;Kim Min Kyung;HINAPIA;22;172;49;B;Chuncheon;South Korea;Leader, Lead Vocalist, Lead Dancer, Visual;K-pop;Female;23.04.2020;29.07.1997
748;Bada;OSR Entertainment;Kim Ba Da;HINAPIA;17;163;;A;;South Korea;Main Dancer, Vocalist, Rapper, Maknae;K-pop;Female;23.04.2020;28.05.2002
749;Yongchae;ONO Entertainment;Lee Yong Chae;Black Mamba;25;;;;Gyeonggi Province;South Korea;Leader, Vocalist;K-pop;Female;23.04.2020;30.11.1994
750;Yesol;ONO Entertainment;Bang Ye Sol;Black Mamba;22;;;;Seoul;South Korea;Vocalist;K-pop;Female;23.04.2020;22.01.1998
751;Bora;ONO Entertainment;Kim Bo Ra;Black Mamba;24;;;;Gyeonggi Province;South Korea;Rapper;K-pop;Female;23.04.2020;14.01.1996
752;Huiwon;ONO Entertainment;Yang Hui Won;Black Mamba;22;;;;Gangwon Province;South Korea;Vocalist;K-pop;Female;23.04.2020;09.01.1998
753;Soobin;ONO Entertainment;Kim Soo Bin;Black Mamba;21;;;;South Jeolla Province;South Korea;Vocalist;K-pop;Female;23.04.2020;07.11.1998
754;Dabin;ONO Entertainment;Kim Da Bin;Black Mamba;;;;;California;USA;Dancer, Maknae;K-pop;Female;23.04.2020;
755;Logan;OneWorld Entertainment;Lee Yoonsang;AWEEK;20;173;57;;;South Korea;Lead Vocalist, Lead Dancer, Maknae;K-pop;Male;23.04.2020;06.03.2000
